Filename,0%,25%,50%,75%
frame_0.jpg,0.3600029,0.15636653,0.14808777,0.14019296
frame_1.jpg,0.0,0.0,0.0,0.0
frame_2.jpg,0.0,0.0,0.0,0.0
frame_3.jpg,0.8215941,0.7757088,0.7635586,0.55035204
frame_4.jpg,0.7900959,0.7548312,0.74914134,0.74586374
frame_5.jpg,0.3907693,0.37683722,0.37608442,0.31356734
frame_6.jpg,0.46328261,0.40042043,0.41825116,0.35162356
frame_7.jpg,0.56542426,0.49377638,0.5263865,0.49082848
frame_8.jpg,0.5930743,0.5781607,0.5943229,0.511009
frame_9.jpg,0.6030535,0.5935778,0.59935474,0.52608436
frame_10.jpg,0.81648654,0.73554814,0.74774784,0.73628813
frame_11.jpg,0.61298555,0.5968296,0.59388554,0.52796
frame_12.jpg,0.70530576,0.65067214,0.667808,0.6270317
frame_13.jpg,0.5978801,0.57139474,0.5703873,0.512064
frame_14.jpg,0.5691142,0.5417924,0.5475799,0.47882193
frame_15.jpg,0.6203744,0.5873273,0.5882749,0.51175654
frame_16.jpg,0.40623775,0.37778673,0.37843412,0.3129366
frame_17.jpg,0.2965389,0.2606298,0.25354064,0.20412397
frame_18.jpg,0.3992308,0.33841977,0.34209856,0.2670858
frame_19.jpg,0.4234337,0.28728896,0.37699085,0.2581109
frame_20.jpg,0.41028285,0.29519543,0.36283162,0.2665615
frame_21.jpg,0.45659152,0.36610758,0.38214862,0.2875857
frame_22.jpg,0.5423713,0.4180856,0.47716558,0.37595725
frame_23.jpg,0.616638,0.5410663,0.5691449,0.4740862
frame_24.jpg,0.52134436,0.42128184,0.4721099,0.35575873
frame_25.jpg,0.56845534,0.50675637,0.5019306,0.38455126
frame_26.jpg,0.58980334,0.5390639,0.5412117,0.43925303
frame_27.jpg,0.5120637,0.42255414,0.44588745,0.3331496
frame_28.jpg,0.4444168,0.35593385,0.36660138,0.27793795
frame_29.jpg,0.49538943,0.35375556,0.42913303,0.29670256
frame_30.jpg,0.50769657,0.42254168,0.44645917,0.35488972
frame_31.jpg,0.48078793,0.41246077,0.43014273,0.3372241
